node,sf,time
46.0,7.0,71.5539713612467
330.0,7.0,93.19667325729621
47.0,9.0,47.67369624785747
196.0,7.0,243.3697120046999
272.0,7.0,390.30720317409225
288.0,10.0,140.0357598039485
362.0,9.0,462.57669165697814
385.0,10.0,247.89044877046013
11.0,10.0,362.10302307257825
293.0,9.0,639.8119243085343
97.0,10.0,509.0501250833324
269.0,9.0,824.2713969676337
296.0,8.0,936.4667560439212
98.0,11.0,104.88456793545588
18.0,8.0,959.4874255456194
45.0,9.0,870.4194494510966
119.0,8.0,989.2362764692967
266.0,8.0,1024.5903009572467
207.0,9.0,969.7350124709991
367.0,10.0,745.4636974637307
41.0,9.0,1034.1050767193876
112.0,8.0,1194.8684295934386
253.0,9.0,1129.6322931349657
177.0,11.0,633.0540043079425
89.0,11.0,680.8666280832481
114.0,7.0,1591.8409173696255
305.0,7.0,1632.789130052996
73.0,12.0,26.074880413552208
372.0,7.0,1736.7623879217595
49.0,7.0,1778.221130449942
84.0,9.0,1634.8950877552106
56.0,10.0,1389.3496624647416
355.0,9.0,1656.0779797026098
122.0,12.0,192.76576059132802
121.0,11.0,962.3866338524749
359.0,12.0,374.76563122596775
39.0,12.0,388.724446623477
255.0,11.0,1143.912695198762
346.0,8.0,2012.6526523378666
320.0,8.0,2035.1431779050201
373.0,7.0,2120.5379977434995
393.0,10.0,1708.8085074494559
378.0,12.0,522.4046574812891
256.0,8.0,2129.0546932680095
186.0,12.0,587.5993580786659
278.0,7.0,2224.0508221554524
201.0,10.0,1828.6932881618648
298.0,10.0,1934.6980548995116
271.0,11.0,1501.7113108585702
179.0,11.0,1510.0602159117363
296.0,8.0,2365.21095672188
277.0,8.0,2411.731660134921
195.0,7.0,2502.8032383952855
178.0,9.0,2337.934790405144
219.0,12.0,873.1599109510499
381.0,11.0,1628.2017193959748
116.0,7.0,2551.866607327051
245.0,12.0,927.4815278328573
390.0,9.0,2400.8332377075153
221.0,7.0,2589.8328859724297
386.0,11.0,1693.9536847252637
147.0,10.0,2246.3594110729027
396.0,12.0,1031.932386739755
254.0,8.0,2638.057347506497
335.0,12.0,1077.2423898361292
61.0,8.0,2678.045564417407
363.0,10.0,2370.8225243284032
314.0,12.0,1209.2365939385793
352.0,10.0,2428.9195525442055
46.0,7.0,2870.6943220037015
