#nrNodes nrCollisions nrTransmissions OverallEnergy PDR
400 90270 131520 5043.685650432004 0.3136405109489051
400 78473 131936 3594.623831039997 0.40521919718651467
400 101190 133090 5147.587264512002 0.23968742955894506
400 94208 133405 3714.119811071999 0.2938195719800607
400 186092 219600 8692.262971392 0.15258652094717673
400 173305 220635 5964.935860223995 0.21451718902259387
400 168701 220916 8714.966701056 0.23635680530156256
400 195545 222900 6081.831410687999 0.12272319425751455
400 84440 133075 5084.106120192 0.3654705992861168
400 98504 131331 10438.878726144007 0.24995621749624997
400 92263 133133 3707.326977024002 0.30698624683587095
400 168226 218679 8634.772134912 0.23071716991572122
400 169938 215634 16669.80186009601 0.21191463312835634
400 176797 221276 6010.292192255999 0.2010114065691715
400 178425 220024 8734.865728511997 0.18906573828309636
400 179623 216217 16783.30442342399 0.16924663648094274
400 186420 222310 6018.759115776007 0.16144123071386807
400 262650 307457 11276.622449664008 0.14573420022962558
400 263001 306217 11386.278706175994 0.14112867672271623
400 272182 309365 8359.979274239997 0.12019135972071826
400 268982 309615 8348.397235200007 0.13123718166109521
400 268870 297585 22974.540880896024 0.09649343884940442
400 277843 298357 23000.065600512 0.06875655674242598
400 211324 237080 18399.686756352006 0.10863843428378606
400 191887 236961 18314.80267161599 0.19021695553276696
400 185901 239948 13237.28683622402 0.22524463633787317
150 64737 124965 5768.277672960002 0.4819589485055815
150 97300 124924 5724.79331635199 0.2211264448784861
100 19325 73518 2648.2773166080024 0.7371392040044615
