node,sf,time
17.0,7.0,49.53892851649435
41.0,9.0,26.514008496119896
101.0,8.0,159.7207375545706
152.0,8.0,212.59135178514688
127.0,8.0,214.86584879674177
156.0,7.0,430.84016935113925
171.0,7.0,584.9117906584614
62.0,10.0,419.2978045774369
119.0,9.0,674.3483975678807
185.0,7.0,1074.3428054191918
97.0,7.0,1090.9103967487029
142.0,10.0,679.9871839925909
106.0,10.0,681.4678885417934
108.0,10.0,753.7668260760448
140.0,8.0,1125.808163223229
51.0,10.0,788.3212467789328
191.0,11.0,329.28478666603036
167.0,9.0,1072.4238556143816
123.0,9.0,1087.4486420458513
18.0,7.0,1645.5878068849643
114.0,12.0,20.428487006043525
48.0,10.0,1264.1001133538728
147.0,12.0,102.58787743808958
174.0,7.0,1740.127566877954
17.0,7.0,1763.9496689165758
81.0,7.0,1887.3629969517117
190.0,12.0,417.5512968121216
25.0,11.0,1172.7817805266
199.0,7.0,2119.1604171595377
87.0,10.0,1713.924144823815
119.0,9.0,2030.1799148858745
146.0,11.0,1410.0154344508558
145.0,9.0,2281.855567607923
34.0,12.0,1147.9269774206025
137.0,8.0,2784.8721958423916
4.0,8.0,2848.7109931881037
180.0,11.0,2006.1537241259102
188.0,9.0,2858.765641374564
143.0,9.0,3030.0238005884157
11.0,7.0,3230.6698316172774
188.0,9.0,3156.7026052167507
70.0,9.0,3208.4828558633353
30.0,10.0,3169.199161785012
124.0,9.0,3504.0824649546335
93.0,10.0,3450.6684763273715
143.0,9.0,3768.514160684505
124.0,9.0,3869.61355411771
102.0,10.0,3682.6526074214003
67.0,7.0,4174.372019701092
183.0,8.0,4148.3110218277825
81.0,7.0,4404.475858531429
135.0,12.0,2781.9438781879476
187.0,8.0,4494.859703847093
89.0,10.0,4191.31208821445
47.0,7.0,4636.328739976162
149.0,8.0,4589.233706662716
31.0,8.0,4602.461967924265
6.0,7.0,4694.508703685587
34.0,12.0,3096.508207001034
3.0,12.0,3130.100953615167
169.0,12.0,3282.8511602597273
22.0,8.0,4869.754153435493
13.0,7.0,4938.6173650442615
130.0,9.0,4856.401252141746
180.0,11.0,4135.16391763843
170.0,12.0,3488.260455757525
4.0,8.0,5069.643401968213
1.0,11.0,4230.771447872613
196.0,10.0,4868.848544206053
142.0,10.0,4871.89001292305
147.0,12.0,3654.529548340518
5.0,9.0,5211.039356860856
63.0,9.0,5251.987819299481
52.0,11.0,4644.33193462899
143.0,9.0,5599.0707552806925
99.0,9.0,5650.421938769468
83.0,11.0,5174.35107307299
105.0,8.0,6039.010398920481
71.0,7.0,6127.849262698959
179.0,9.0,5980.704699811043
171.0,7.0,6170.247404258447
99.0,9.0,6009.07273511113
12.0,10.0,5798.588690344781
199.0,7.0,6263.792782684765
27.0,11.0,5388.537031237507
181.0,7.0,6337.752067803456
126.0,12.0,4718.005587722588
88.0,8.0,6296.350357047269
132.0,8.0,6581.283198604169
161.0,12.0,5045.7153752374625
169.0,12.0,5073.151958271887
199.0,7.0,6733.7406663094935
175.0,12.0,5182.812425707189
136.0,11.0,5910.119392295095
187.0,8.0,6946.0735506005885
125.0,9.0,6926.581516140919
47.0,7.0,7107.263181172302
149.0,8.0,7088.458534987145
11.0,7.0,7292.665620082126
184.0,10.0,6937.40380401378
188.0,9.0,7215.025524273391
163.0,11.0,6686.9697823805145
136.0,11.0,6920.736598252114
0.0,10.0,7476.745405556725
4.0,8.0,7840.625167283675
190.0,12.0,6530.74544381331
149.0,8.0,8154.907522264488
3.0,12.0,6621.197212820866
64.0,11.0,7359.867588162634
139.0,10.0,8217.165218354747
125.0,9.0,8541.723831041625
180.0,11.0,7930.1446061799725
50.0,10.0,8626.63053037393
41.0,9.0,8923.06456695131
115.0,12.0,7521.288155199606
9.0,8.0,9126.029048961374
100.0,7.0,9262.141266381179
11.0,7.0,9310.116902442103
194.0,11.0,8447.042137388957
81.0,7.0,9375.172881921482
60.0,12.0,7794.24488651415
42.0,9.0,9333.366550661727
114.0,12.0,7922.926903427094
176.0,8.0,9505.880002642627
113.0,11.0,8684.013430447396
28.0,10.0,9218.209771952053
90.0,12.0,8087.305782569761
52.0,11.0,9035.869278835966
0.0,10.0,9588.283117054947
158.0,9.0,9907.22701671659
146.0,11.0,9272.323676887503
129.0,8.0,10339.946162636621
136.0,11.0,9514.740634827716
76.0,11.0,9526.790587730056
15.0,11.0,9564.977390920014
87.0,10.0,10067.17916658875
148.0,11.0,9598.464063682406
122.0,9.0,10378.260771169458
141.0,12.0,8918.106445851232
143.0,9.0,10442.435880260518
1.0,11.0,9720.554337531506
145.0,9.0,10495.484539029827
171.0,7.0,10756.43184200161
117.0,8.0,10736.668811714739
71.0,7.0,10972.598211718447
55.0,8.0,10917.64382480493
23.0,10.0,10807.058689181338
165.0,11.0,10516.903784494534
96.0,7.0,11448.87047554838
70.0,9.0,11470.500511200358
30.0,10.0,11350.47127995766
64.0,11.0,10877.897841414826
157.0,10.0,11381.611230206907
198.0,7.0,11809.717197445463
168.0,7.0,11826.372045253702
76.0,11.0,10956.002757642289
24.0,7.0,11954.404354025617
159.0,12.0,10329.806565534076
185.0,7.0,11984.374520776293
152.0,8.0,11967.18286252516
51.0,10.0,11656.773087855061
139.0,10.0,11684.151818393662
195.0,9.0,11999.002083505215
147.0,12.0,10613.15580546212
14.0,10.0,12104.166728618015
26.0,12.0,10901.586595925237
146.0,11.0,11699.407493316692
73.0,10.0,12328.278396915006
143.0,9.0,12766.666414894155
192.0,8.0,12947.144975752606
152.0,8.0,12949.1572075585
104.0,8.0,12995.565765276544
142.0,10.0,12795.872370371073
194.0,11.0,12315.691648921851
28.0,10.0,12974.9878724116
187.0,8.0,13380.497342543465
54.0,8.0,13610.267141384365
83.0,11.0,12845.16810494391
114.0,12.0,12313.87701723136
142.0,10.0,13545.875875585705
