node,sf,time
76.0,7.0,113.81266799503346
321.0,7.0,143.77704628801496
24.0,8.0,116.52685125762541
25.0,9.0,57.22983719409385
258.0,8.0,183.60840593745428
118.0,8.0,219.53082328998025
385.0,8.0,251.69403471289854
286.0,7.0,318.52695349138907
62.0,7.0,347.2110411335067
78.0,7.0,366.9953892004969
356.0,9.0,211.87020013991403
248.0,8.0,326.2235557812239
388.0,8.0,332.94616046980576
217.0,8.0,345.69964001874104
22.0,7.0,426.2924821305257
3.0,7.0,453.8956651452138
265.0,7.0,508.64723717110576
6.0,8.0,464.2450877341616
380.0,8.0,494.5343828870522
294.0,7.0,565.1493606299042
22.0,7.0,586.1167449618175
313.0,8.0,606.3130395477025
79.0,7.0,758.9138861321821
387.0,8.0,730.3522937779413
287.0,8.0,761.2845394000321
311.0,9.0,699.4044617217487
251.0,9.0,801.0122122165229
399.0,9.0,802.3904171960312
218.0,10.0,613.3756319868266
350.0,7.0,1049.6970860945169
135.0,7.0,1087.8520302628926
321.0,7.0,1090.2612801388689
362.0,7.0,1103.7091824483362
126.0,8.0,1063.8140229791406
119.0,8.0,1081.4518391859142
219.0,7.0,1173.2439489554613
29.0,9.0,1058.3985546350298
79.0,7.0,1278.1732708442178
21.0,7.0,1303.2523968012056
357.0,7.0,1331.9770647608766
212.0,8.0,1294.1798648962124
31.0,10.0,944.9796387030059
30.0,8.0,1368.7957236704742
373.0,8.0,1445.5948052166223
351.0,9.0,1405.1658262942744
284.0,10.0,1179.4039587921734
205.0,8.0,1534.862298543261
365.0,8.0,1553.9561102373284
271.0,11.0,773.6183548006707
145.0,12.0,50.495168114852824
390.0,7.0,1693.5952804604756
208.0,9.0,1563.4855337789086
310.0,7.0,1756.558551765016
127.0,7.0,1790.1699266410587
61.0,9.0,1626.3509587251822
73.0,7.0,1796.27507250757
44.0,8.0,1785.4654443794332
220.0,10.0,1438.1281246861788
324.0,8.0,1796.6852598180133
147.0,7.0,1877.5760900386563
302.0,7.0,1907.0582383354133
363.0,7.0,1921.399204930866
192.0,7.0,1925.9768838042537
156.0,7.0,1957.406135312668
381.0,8.0,1904.200869763399
101.0,7.0,1969.0330709573282
116.0,9.0,1820.038816826658
274.0,8.0,1956.546623051395
56.0,8.0,1992.0788569011781
248.0,8.0,2001.2265195139794
372.0,7.0,2102.5648224909646
196.0,7.0,2120.1933750742633
74.0,7.0,2217.6461721412256
247.0,8.0,2165.3876015430587
275.0,8.0,2177.281951335047
359.0,8.0,2179.2085439528137
196.0,7.0,2276.102454183828
388.0,8.0,2252.481851982737
84.0,7.0,2327.3128263604276
112.0,8.0,2292.9078869535433
36.0,7.0,2355.626703800693
0.0,7.0,2386.9025976002763
16.0,7.0,2402.4329783224593
206.0,12.0,866.3014347894305
387.0,8.0,2492.855360908042
86.0,11.0,1669.0451273550298
248.0,8.0,2630.406785540589
262.0,7.0,2705.29276477636
113.0,8.0,2664.6964828484806
35.0,9.0,2594.212502178531
142.0,9.0,2598.1610369618656
271.0,11.0,1895.4664502951357
315.0,8.0,2746.308180321798
380.0,8.0,2830.0496572712796
147.0,7.0,2906.8888819579884
214.0,7.0,2908.2128305288084
124.0,7.0,3007.0138720433274
118.0,8.0,2968.171655534323
59.0,11.0,2122.6123372648053
392.0,7.0,3032.0858479205476
201.0,9.0,2870.8039496287593
263.0,7.0,3062.2350389488442
331.0,8.0,3021.757871184278
218.0,10.0,2713.9767319858724
157.0,7.0,3133.3452559411166
252.0,10.0,2721.307114660313
93.0,7.0,3137.387564867972
166.0,7.0,3160.6408496318354
48.0,10.0,2778.614569624181
178.0,7.0,3198.2019856556326
287.0,8.0,3155.4552709059385
396.0,7.0,3285.5755885440035
295.0,7.0,3324.114527664506
248.0,8.0,3279.7508307242238
38.0,7.0,3343.8929357239103
277.0,8.0,3294.814626427463
324.0,8.0,3305.637742478635
337.0,8.0,3321.8437667515086
276.0,7.0,3405.3002035929026
202.0,7.0,3416.512071098048
142.0,9.0,3284.374124606201
301.0,7.0,3615.619012323446
29.0,9.0,3464.71708146821
214.0,7.0,3653.4478835993386
24.0,8.0,3628.027157872878
105.0,7.0,3691.0628710061683
5.0,8.0,3675.7061832756667
198.0,7.0,3801.52518146589
352.0,7.0,3813.3541683539684
327.0,8.0,3781.419371434548
20.0,10.0,3451.1428034067285
172.0,7.0,3869.159887274838
359.0,8.0,3834.038586423688
70.0,7.0,3912.035852946776
266.0,7.0,3950.8710618126674
0.0,7.0,3964.0532745104665
50.0,7.0,3986.5830098596853
116.0,9.0,3842.3929197377747
264.0,7.0,4017.815726069227
306.0,7.0,4041.13545315255
351.0,9.0,3878.2430771052627
189.0,7.0,4052.246561409087
250.0,7.0,4070.8802348309755
54.0,7.0,4085.0960036955858
274.0,8.0,4030.9818537930278
131.0,7.0,4106.313653925428
237.0,11.0,3219.963588143584
344.0,8.0,4087.645342447084
383.0,10.0,3742.6632520302355
156.0,7.0,4159.159294021031
229.0,8.0,4249.446492985196
208.0,9.0,4184.834024651884
293.0,7.0,4392.797572045715
110.0,10.0,3987.576911765223
210.0,7.0,4407.666440933929
