node,sf,time
23.0,7.0,285.4545471788324
123.0,9.0,379.86329176229737
73.0,9.0,456.3263245920978
143.0,7.0,780.965614305924
62.0,11.0,11.236344795527028
25.0,10.0,514.7820174119116
43.0,7.0,1182.3710063454687
18.0,10.0,808.2169022091897
34.0,11.0,378.64254691426504
7.0,9.0,1178.9908025761883
115.0,8.0,1447.6485327261505
89.0,10.0,1182.4187511120836
69.0,9.0,1582.998280803519
126.0,8.0,1716.6803075711655
109.0,8.0,1877.0843787325425
67.0,9.0,1803.8556977515227
69.0,9.0,1900.8945213807735
32.0,10.0,1783.780547590187
129.0,10.0,1804.3739808671303
21.0,9.0,2328.7485496438526
84.0,10.0,2098.1125776771396
80.0,7.0,2613.9920377793082
149.0,12.0,991.6689856099767
46.0,11.0,1900.2280925781351
86.0,7.0,2826.0553762336217
53.0,12.0,1222.532176375939
54.0,9.0,2721.3433431754092
16.0,7.0,2912.0970468272817
73.0,9.0,2825.362879579643
98.0,10.0,2642.295529887283
45.0,12.0,1553.566458953689
69.0,9.0,3023.058229009167
141.0,8.0,3154.298105076727
127.0,11.0,2408.033339680819
70.0,9.0,3161.3721887683228
110.0,11.0,2469.7987349828186
48.0,9.0,3319.1836269146384
135.0,11.0,2600.3372804851833
75.0,8.0,3460.079838748201
144.0,10.0,3136.8357320614004
146.0,10.0,3153.560259538071
124.0,8.0,3553.6050609907456
14.0,9.0,3463.882627760262
73.0,9.0,3471.191468222771
95.0,11.0,2755.7475454182263
83.0,12.0,2135.499602489422
58.0,8.0,3796.559836748652
139.0,7.0,4046.278783998226
79.0,11.0,3137.44460009345
78.0,8.0,4178.730529792764
29.0,10.0,3827.7305757349513
134.0,8.0,4215.345386165823
44.0,7.0,4319.883991107029
82.0,9.0,4173.182370469508
10.0,10.0,4089.645277562708
88.0,12.0,2918.2074269868176
138.0,12.0,2926.632862869383
127.0,11.0,3656.188039734651
121.0,10.0,4156.56653077268
59.0,9.0,4444.65507610071
21.0,9.0,4463.975674545946
134.0,8.0,4593.1755833796
93.0,9.0,4508.019546121901
57.0,8.0,4636.083210168096
142.0,7.0,4770.721136775675
118.0,7.0,4785.143162689706
139.0,7.0,4822.08254828568
66.0,11.0,3938.036213442032
142.0,7.0,4896.358813784531
73.0,9.0,4743.600940423868
147.0,12.0,3409.336693636409
51.0,12.0,3605.415997318668
55.0,12.0,3664.8657144934355
82.0,9.0,5182.356263327554
0.0,8.0,5291.133885845773
129.0,10.0,5031.120579182347
141.0,8.0,5481.447720474464
46.0,11.0,4863.245459542211
128.0,8.0,5742.068839475514
86.0,7.0,5813.417421759554
39.0,12.0,4239.037261538786
139.0,7.0,5897.368646852774
121.0,10.0,5538.408344725053
25.0,10.0,5643.301346525457
84.0,10.0,5689.046215111988
5.0,12.0,4528.607075455222
