node,sf,time
48.0,7.0,23.295443060535714
10.0,8.0,8.418386195123887
67.0,7.0,110.09449307018333
4.0,7.0,196.8631344126534
78.0,7.0,282.02726100624994
34.0,9.0,128.21906039688804
87.0,7.0,588.2663997433065
19.0,9.0,466.3095796705983
143.0,7.0,723.9235133598098
111.0,7.0,768.2614852985174
72.0,7.0,806.552816941024
36.0,9.0,678.606888537726
118.0,7.0,893.6717556188545
144.0,8.0,862.604072042052
17.0,7.0,925.4450064080421
76.0,8.0,884.2267552877646
84.0,8.0,907.2840782074521
9.0,7.0,969.74829163592
63.0,7.0,1171.6593902822938
29.0,8.0,1114.4285463683639
76.0,8.0,1129.545926923656
40.0,7.0,1259.162702087564
96.0,10.0,901.7240152278413
48.0,7.0,1343.9141982140868
118.0,7.0,1375.6435381267856
54.0,7.0,1403.0583848370927
29.0,8.0,1442.9093192247315
9.0,7.0,1548.7227740928938
121.0,8.0,1526.7744198562455
89.0,8.0,1655.963170428991
84.0,8.0,1663.2158882726458
114.0,7.0,1743.6978562764475
132.0,7.0,1982.695543579439
8.0,8.0,1941.6467360246097
106.0,9.0,1979.5869576940133
114.0,7.0,2291.3596331181798
146.0,8.0,2344.2736879325607
17.0,7.0,2417.2666172492213
86.0,7.0,2428.634780581903
112.0,9.0,2267.734913286741
71.0,9.0,2271.7827783711086
74.0,12.0,815.4266580230097
93.0,7.0,2463.160701042557
56.0,7.0,2597.5941238316964
5.0,10.0,2215.6856240034767
135.0,8.0,2731.0931818517415
73.0,7.0,2795.4641948415415
103.0,8.0,2743.107542323046
90.0,10.0,2403.4593107214837
83.0,9.0,2707.376270385256
120.0,7.0,2899.859954832799
97.0,7.0,2990.9156317966504
144.0,8.0,2943.1792269268467
14.0,7.0,3018.40958807247
43.0,7.0,3044.2873806433827
116.0,12.0,1454.3909440101536
134.0,7.0,3374.8854162886187
13.0,7.0,3499.492902922336
101.0,7.0,3514.399747595536
147.0,12.0,1887.5352365720623
108.0,10.0,3110.8569865996733
141.0,7.0,3537.178202808843
60.0,8.0,3492.913177878351
10.0,8.0,3547.544279750273
119.0,7.0,3776.746456201654
11.0,8.0,3891.7928897123325
3.0,8.0,3897.68231417388
134.0,7.0,4126.076937100588
60.0,8.0,4214.584273729655
53.0,10.0,3881.8556585310116
83.0,9.0,4235.97156625192
58.0,7.0,4477.429108322434
73.0,7.0,4566.704884778161
143.0,7.0,4611.82639250916
29.0,8.0,4589.20301732863
28.0,8.0,4593.290544954076
5.0,10.0,4285.220658946344
99.0,11.0,3842.764934331103
110.0,9.0,4637.141106084702
65.0,10.0,4416.0430620879715
129.0,8.0,4783.412670406042
123.0,8.0,4817.605815964162
58.0,7.0,5059.536405802038
35.0,8.0,5066.99991590103
71.0,9.0,5025.367825852684
78.0,7.0,5226.312127485639
47.0,7.0,5318.364966052375
147.0,12.0,3721.7364772737233
15.0,9.0,5207.199547897848
138.0,10.0,5005.050630101037
87.0,7.0,5519.158062670968
107.0,9.0,5425.429343631306
19.0,9.0,5443.563316627123
39.0,11.0,4746.573101698402
36.0,9.0,5528.0483507979325
127.0,9.0,5575.646633086684
57.0,7.0,5766.041445447595
8.0,8.0,5721.75307419489
59.0,7.0,5787.633857947705
132.0,7.0,5816.076996284449
50.0,8.0,5936.013016578984
97.0,7.0,6100.574298597469
82.0,8.0,6347.681113264525
73.0,7.0,6545.4303852700095
131.0,9.0,6389.472344466664
3.0,8.0,6558.156883341671
23.0,7.0,6654.879238742704
140.0,7.0,6665.608779949411
86.0,7.0,6699.2855025801555
75.0,7.0,6989.033196064629
42.0,7.0,7111.121143877405
127.0,9.0,7061.441962997189
122.0,9.0,7080.24010158918
47.0,7.0,7463.95002071505
92.0,9.0,7371.021173936141
65.0,10.0,7135.313640446146
13.0,7.0,7565.442112691842
140.0,7.0,7573.136902992368
68.0,7.0,7604.923169131394
56.0,7.0,7770.639164664791
20.0,8.0,7761.440701853984
111.0,7.0,7841.833277893547
35.0,8.0,7787.171519068581
28.0,8.0,7876.781451107321
96.0,10.0,7545.438408412796
122.0,9.0,7818.266541605931
143.0,7.0,8082.398550751953
35.0,8.0,8024.858391374724
134.0,7.0,8123.968843329456
117.0,11.0,7235.625765208276
73.0,7.0,8267.420562636871
147.0,12.0,6723.76545418326
28.0,8.0,8315.421916534344
34.0,9.0,8352.827148262075
104.0,7.0,8572.376150565387
77.0,7.0,8659.16268344352
13.0,7.0,8662.948003773658
125.0,7.0,8677.22528633443
55.0,9.0,8698.57571363862
124.0,7.0,8876.513729465369
118.0,7.0,8957.230590402472
95.0,8.0,8939.55072983042
89.0,8.0,8994.341000047065
149.0,11.0,8260.484782825573
104.0,7.0,9183.749941114716
139.0,7.0,9224.341069253323
58.0,7.0,9242.581794776594
20.0,8.0,9444.933871134457
127.0,9.0,9346.786313136568
65.0,10.0,9463.984557392745
116.0,12.0,8308.292130851798
97.0,7.0,9946.637991223059
82.0,8.0,10071.249401704741
111.0,7.0,10140.411294834857
115.0,7.0,10155.339814720273
49.0,7.0,10190.121222796888
96.0,10.0,9911.147460149674
136.0,8.0,10308.535885558602
137.0,7.0,10562.092371668394
89.0,8.0,10619.429990524799
100.0,8.0,10624.888047894858
111.0,7.0,10883.134091624499
77.0,7.0,10903.01839507618
128.0,7.0,10912.769811590362
147.0,12.0,9340.947576450584
24.0,7.0,11134.766646222977
127.0,9.0,10972.724314198815
91.0,8.0,11442.45448210412
70.0,7.0,11539.72122750689
117.0,11.0,10656.160482017762
102.0,7.0,11566.255324485659
46.0,8.0,11513.739639243098
137.0,7.0,11586.630024558952
43.0,7.0,11593.20530489687
135.0,8.0,11538.711203135139
52.0,8.0,11663.03644153076
94.0,11.0,10843.190713071488
82.0,8.0,11727.194979181622
123.0,8.0,11730.483654277765
27.0,9.0,11641.066538538034
139.0,7.0,11886.466999636232
110.0,9.0,11746.939432785068
82.0,8.0,11872.251763207842
118.0,7.0,11979.573140674445
33.0,7.0,12095.56788744707
132.0,7.0,12126.882766429255
104.0,7.0,12160.908309173345
40.0,7.0,12170.555154044021
114.0,7.0,12252.517931471888
56.0,7.0,12323.550566010563
10.0,8.0,12325.021617660166
146.0,8.0,12409.842257434573
105.0,8.0,12417.350183670194
67.0,7.0,12540.71598261303
58.0,7.0,12552.34760391425
87.0,7.0,12558.608061876559
100.0,8.0,12497.396779002844
140.0,7.0,12599.154995393828
48.0,7.0,12773.971577913122
139.0,7.0,12862.124844336096
25.0,8.0,12858.414101819912
0.0,7.0,12963.718202794838
32.0,8.0,12985.268776754014
89.0,8.0,13006.884960943074
142.0,7.0,13090.620077832285
25.0,8.0,13044.293321249554
147.0,12.0,11609.539198585962
66.0,9.0,13078.755948770115
124.0,7.0,13253.818489446798
14.0,7.0,13323.429182000586
76.0,8.0,13384.984047421822
54.0,7.0,13483.579517630758
49.0,7.0,13486.505450375449
97.0,7.0,13518.785324097737
125.0,7.0,13581.779278048136
140.0,7.0,13642.621428480317
93.0,7.0,13850.401452077644
77.0,7.0,13932.495418765096
76.0,8.0,13884.30892602251
127.0,9.0,13866.25781997008
101.0,7.0,14043.320344608142
133.0,8.0,13994.752863594213
124.0,7.0,14082.064049285216
36.0,9.0,13947.60170801966
128.0,7.0,14143.291668670096
101.0,7.0,14162.747573349123
113.0,9.0,14060.330256945905
23.0,7.0,14318.386150997374
92.0,9.0,14175.671202598794
121.0,8.0,14334.107516302898
120.0,7.0,14421.276896267498
29.0,8.0,14410.608313743338
35.0,8.0,14489.618491578965
34.0,9.0,14446.320091557685
51.0,10.0,14256.330858654414
17.0,7.0,14743.746947865575
117.0,11.0,13988.618692994765
74.0,12.0,13296.311577520972
107.0,9.0,14761.958015601918
28.0,8.0,14983.346828727452
82.0,8.0,15050.30710112534
62.0,8.0,15110.253044112147
21.0,7.0,15177.633607503223
51.0,10.0,14777.104147381342
73.0,7.0,15219.353336828728
108.0,10.0,14813.237391861263
107.0,9.0,15096.285371987582
90.0,10.0,14949.002063984623
99.0,11.0,14461.25483451211
49.0,7.0,15454.235323951914
135.0,8.0,15393.015363207354
54.0,7.0,15459.59015989737
131.0,9.0,15291.536481224044
96.0,10.0,15057.813158156328
62.0,8.0,15506.69218550105
3.0,8.0,15522.409627007257
17.0,7.0,15849.281947832826
77.0,7.0,15929.38552816199
10.0,8.0,15959.185474319958
108.0,10.0,15643.218951980889
40.0,7.0,16070.270446687467
20.0,8.0,16013.35888759538
105.0,8.0,16054.290249137952
140.0,7.0,16135.652526563865
26.0,8.0,16155.281305493854
36.0,9.0,16094.201731183672
134.0,7.0,16307.300978520992
67.0,7.0,16377.65915212805
70.0,7.0,16442.77619314964
36.0,9.0,16448.04674081255
84.0,8.0,16658.026221522512
143.0,7.0,16783.896382697178
78.0,7.0,16858.270797566212
73.0,7.0,16922.60209517177
76.0,8.0,16898.534356866872
56.0,7.0,17020.055933756415
139.0,7.0,17145.88568532475
127.0,9.0,17300.58259069746
22.0,7.0,17623.102861407697
144.0,8.0,17629.799898809306
52.0,8.0,17644.928184307926
6.0,7.0,17770.37023839326
30.0,9.0,17747.582020897647
42.0,7.0,17923.212488194902
111.0,7.0,18135.70816554772
26.0,8.0,18089.079551564708
99.0,11.0,17247.54831312341
113.0,9.0,18015.75004365476
14.0,7.0,18195.354704851932
31.0,8.0,18142.47005337388
74.0,12.0,16585.976804069916
86.0,7.0,18313.65175155567
3.0,8.0,18295.67306170238
