#nrNodes nrCollisions nrTransmissions OverallEnergy PDR
600 234277 293135 11455.37499955201 0.2007880328176438
600 212898 294714 8106.05986713598 0.2776115148924042
600 255541 294277 11431.272450047994 0.13163108227962095
600 247174 295297 8166.671158272001 0.16296474396963057
600 442029 486098 19555.71131289602 0.0906586737653724
600 436942 490364 13367.386678272003 0.10894356029398566
600 421016 491006 19641.922477055974 0.14254408296436294
600 461253 495101 13522.006941696003 0.06836584858443029
600 236060 293800 11325.866044416007 0.19652825051055145
600 244691 290418 22987.17276979203 0.15745236176820998
600 252726 294998 8160.707208192 0.14329588675177463
600 417800 485589 19466.00135884801 0.13960159723552223
600 407943 477824 37191.45931775994 0.14624840945620143
600 436919 491116 13416.175398912006 0.11035478379853236
600 430204 490384 19626.758148095967 0.12272015400176184
600 434372 481967 37468.73622835204 0.09875157427790704
600 455946 494304 13433.826177023977 0.07760001942124684
600 619746 680283 25509.402952704007 0.0889879653026755
600 621886 680571 25682.684544000043 0.08622906353635407
600 643407 688014 18653.37178214401 0.06483443650855947
600 641956 685658 18601.085454335986 0.06373731510461489
600 626786 661209 50925.78220646403 0.05206069487862386
600 639093 662592 50998.25232691186 0.03546526369168357
600 499641 525673 40785.06952396804 0.04952128033967884
600 453770 526651 40839.43122124795 0.13838576210811337
600 466598 534602 26622.878075904075 0.12720491131720424
200 287649 325694 12113.5179264 0.1168120997009463
200 183429 227403 8683.257944064004 0.19337475758895006
200 276110 334758 15182.23550976005 0.17519521564831908
200 272662 333233 15186.129733631999 0.18176771208133646
