#nrNodes nrCollisions nrTransmissions OverallEnergy PDR
300 43408 73073 2592.097238015997 0.4059638991145841
300 35676 73445 2036.4089855999975 0.5142487575736946
300 48241 73535 2650.5677721600023 0.3439722581083837
300 43577 73609 2048.8142653439995 0.40799358774062955
300 93303 122587 4480.632127487998 0.23888340525504337
300 86748 122841 3313.077909503997 0.29381883898698313
300 80934 122622 4481.376632832002 0.3399716201007976
300 98879 123944 3388.2938664959997 0.20222842574065703
300 38835 73892 2632.740059136002 0.47443566285930816
300 47958 72847 5768.496712704006 0.34166129010117097
300 40005 73796 2052.851429375999 0.45789744701609847
300 87742 121861 4432.872271872002 0.2799829313726294
300 84080 121829 4435.867763712 0.3098523340091439
300 89839 119816 9239.194398720005 0.25019196100687724
300 89458 122705 3316.7940833279986 0.2709506540075791
300 87775 123019 3339.798257664 0.2864923304530195
300 90481 122454 4481.072369664002 0.26110212814607936
300 92348 119995 9333.347189759997 0.2304012667194466
300 90754 123937 3365.6323430400003 0.2677408683444008
300 134713 171155 5815.031777280004 0.21291811515877423
300 135621 170052 5838.237892608005 0.20247336108954905
300 137729 171446 4634.219166720001 0.19666250597855883
300 139641 172257 4658.837449727995 0.18934499033420993
300 138430 165186 12760.311269375994 0.1619749857736128
300 145639 165222 12724.595119104004 0.11852537797629858
