#nrNodes nrCollisions nrTransmissions OverallEnergy PDR
500 95920 146044 10361.068591104005 0.34321163484977135
500 105324 146862 11552.873637888004 0.2828369489725048
500 96586 148708 4000.5037332480056 0.3504989644134815
500 336216 366416 9330.127420415974 0.08241998166018949
500 297123 366450 9984.384436224005 0.18918542775276304
500 157838 223106 6197.942243327995 0.2925425582458562
500 167193 223510 6189.81499699201 0.25196635497293185
500 310323 370168 10189.644444671983 0.1616698363986082
500 158280 222703 6225.68804351999 0.28927764780896525
500 184860 224282 4885.3644871680035 0.17576978981817537
500 185790 222697 6161.101224959998 0.16572742335999135
500 152202 222952 8514.975000575987 0.31733287882593564
500 187904 223523 6159.918403583992 0.15935272880195772
500 153871 221098 8514.537427968015 0.3040597382156329
500 157419 221673 6172.31374848 0.28985938747614726
500 144148 221882 8427.52373760001 0.35033936957481904
500 171801 222966 6189.284631551987 0.22947444901913294
500 314710 368223 14752.418503680015 0.145327695445423
500 339208 372096 10128.408643583985 0.08838579291365667
500 319958 366594 14780.656653311988 0.1272143024708533
