#nrNodes nrCollisions nrTransmissions OverallEnergy PDR
400 57857 96622 6655.74122188799 0.4012026246610503
400 64717 97376 7632.348472320011 0.33539065067367724
400 50651 98486 2649.306046464001 0.48570355177385616
400 220744 246591 6053.73353164799 0.10481728854662176
400 184755 246085 6718.8270673920015 0.24922282951012864
400 93984 148652 4156.252548096 0.36775825417754215
400 98576 149867 4136.652208127998 0.3422434558641996
400 189693 246770 6776.982491136001 0.2312963488268428
400 97020 148454 4127.703444479999 0.3464642246082962
400 115073 149781 3232.754021376 0.2317249851449783
400 116689 148608 4090.935180288002 0.21478655254091306
400 92489 148667 5972.574845951994 0.3778780765065549
400 117723 149225 4122.272901120004 0.21110403752722395
400 84745 147390 5648.314484736001 0.42502883506343714
400 87774 147936 4117.022232576002 0.4066758598312784
400 79322 147841 5588.989688832006 0.46346412700130546
400 99580 148558 4142.4400343039915 0.32968941423551745
400 195740 245970 9825.869678592011 0.2042118957596455
400 215499 248040 6753.549665279994 0.13119254958877602
400 202660 244524 9836.285015040006 0.17120609837889122
200 98746 135093 3937.573635072004 0.2690516903170409
200 57667 84395 2479.187420160004 0.3167012263759701
200 100768 134935 5328.730395648002 0.25321080520250494
200 88944 133873 5296.502424575999 0.3356091220783878
100 27815 88264 3875.3885153280025 0.684865856974531
